xAx eigsU eigsP eigsE eigsNut
1.0 0.99997068325364657504 0.99999902806905283104 0.99999071785438931048 0.96637272911704674705
2.0 0.99998778209670025063 0.99999980012576206168 0.99999857841718275964 0.99212264322168153274
3.0 0.99999207309236326502 0.99999988282840424070 0.99999929796695397055 0.99541990614085107403
4.0 0.99999425692647458952 0.99999994804715341967 0.99999972407273474140 0.99803506402762964811
5.0 0.99999556718836080105 0.99999998477850049472 0.99999985778908517808 0.99882962265003227831
6.0 0.99999664594023540687 0.99999999073713163877 0.99999990506105451704 0.99927004954312981244
7.0 0.99999766106446030811 0.99999999346144052836 0.99999994323739249680 0.99945555639741656684
8.0 0.99999841432287606136 0.99999999561626029543 0.99999995813123787602 0.99956363351848764864
9.0 0.99999897078656763139 0.99999999690940100106 0.99999996792006873303 0.99966001128429027300
10.0 0.99999924469483569833 0.99999999817076989928 0.99999997349803670943 0.99973390125554639773
11.0 0.99999938468638061018 0.99999999869585964873 0.99999997835257237178 0.99977833732782461773
12.0 0.99999947317971671357 0.99999999901625669096 0.99999998253315214303 0.99982124543055062027
13.0 0.99999954429936099842 0.99999999920994753211 0.99999998558755787137 0.99986143888330081264
14.0 0.99999960972308321594 0.99999999939702455265 0.99999998768945375094 0.99988150994182045661
15.0 0.99999966884520674615 0.99999999953557461296 0.99999998959077152083 0.99990044942648115267
16.0 0.99999972124865099676 0.99999999963777341794 0.99999999119472149367 0.99991494750305176531
17.0 0.99999976163633907955 0.99999999970133235383 0.99999999233927971964 0.99992482464767695749
18.0 0.99999979507225655873 0.99999999975138098574 0.99999999342876821906 0.99993343368565590357
19.0 0.99999981862633635643 0.99999999979217835122 0.99999999419501217623 0.99994087534358644387
20.0 0.99999983770367661950 0.99999999982757459271 0.99999999490253299594 0.99994710141624398858
21.0 0.99999985558172543865 0.99999999985802323632 0.99999999545283879687 0.99995217721714724224
22.0 0.99999987066947970682 0.99999999987795396006 0.99999999588585508636 0.99995713783601081204
23.0 0.99999988387353155872 0.99999999989509447129 0.99999999631095093378 0.99996159127836181657
24.0 0.99999989425390900522 0.99999999990891585977 0.99999999666071415216 0.99996555970650891076
25.0 0.99999990441913433337 0.99999999992142274419 0.99999999699487196470 0.99996900458547421930
26.0 0.99999991425517209542 0.99999999993305122015 0.99999999731603461672 0.99997214936699019283
27.0 0.99999992202078402670 0.99999999994256538738 0.99999999758909918768 0.99997513168574592157
28.0 0.99999992917467106501 0.99999999995077981652 0.99999999780348758360 0.99997751526602118854
29.0 0.99999993561188948998 0.99999999995841082345 0.99999999800829608709 0.99997971697895771115
30.0 0.99999994125183300220 0.99999999996366817356 0.99999999816631124361 0.99998166138279964699
31.0 0.99999994665451785725 0.99999999996772592770 0.99999999831413277640 0.99998346500696422279
32.0 0.99999995107406425277 0.99999999997120847528 0.99999999843779330266 0.99998511117385768809
33.0 0.99999995509646855130 0.99999999997461830326 0.99999999855416066286 0.99998651894214007907
34.0 0.99999995887296366792 0.99999999997769328797 0.99999999866526567693 0.99998774797458422903
35.0 0.99999996206441954527 0.99999999998036070981 0.99999999876141298927 0.99998881582843390792
36.0 0.99999996486685815977 0.99999999998299338166 0.99999999885507473429 0.99998968377999686297
37.0 0.99999996743015828748 0.99999999998504962573 0.99999999894050894955 0.99999051912357517224
38.0 0.99999996976118399328 0.99999999998686084357 0.99999999902099290239 0.99999118423401234246
39.0 0.99999997192614520358 0.99999999998838173809 0.99999999909656500652 0.99999176558317093289
40.0 0.99999997399494300332 0.99999999998959954173 0.99999999916473758521 0.99999232672089177765
41.0 0.99999997573705234899 0.99999999999074073997 0.99999999922733318058 0.99999283886252054998
42.0 0.99999997735106949115 0.99999999999162691999 0.99999999928206906308 0.99999329009832660375
43.0 0.99999997879271762535 0.99999999999243216475 0.99999999933252825546 0.99999371928857805347
44.0 0.99999998017160030006 0.99999999999306410370 0.99999999937978600872 0.99999410928618215344
45.0 0.99999998138693113603 0.99999999999362254588 0.99999999942430251032 0.99999449514341232081
46.0 0.99999998250604749117 0.99999999999411381957 0.99999999946740247836 0.99999483280111245431
47.0 0.99999998357350938782 0.99999999999447197752 0.99999999950181206465 0.99999514947081968863
48.0 0.99999998461693495599 0.99999999999478506041 0.99999999953316087709 0.99999543883345753947
49.0 0.99999998551690594262 0.99999999999507838133 0.99999999956284935099 0.99999570466101550537
50.0 0.99999998637654818889 0.99999999999535871265 0.99999999959104945990 0.99999594820883386248
